Date,Value
2014-03-20,962.75
2014-03-19,961.93
2014-03-18,974.45
2014-03-17,989.8
2014-03-14,994.61
2014-03-13,982.77
2014-03-12,982.38
2014-03-11,970.87
2014-03-10,968.33
2014-03-07,963.24
2014-03-06,972.0
2014-03-05,973.11
2014-03-04,971.26
2014-03-03,979.78
2014-02-28,960.43
2014-02-27,973.76
2014-02-26,974.43
2014-02-25,974.99
2014-02-24,972.39
2014-02-21,962.71
2014-02-20,959.89
2014-02-19,960.12
2014-02-18,960.48
2014-02-17,968.8
2014-02-14,964.49
2014-02-13,948.34
2014-02-12,948.96
2014-02-11,937.37
2014-02-10,935.7
2014-02-07,924.66
2014-02-06,923.93
2014-02-05,927.03
2014-02-04,925.39
2014-02-03,933.54
2014-01-31,927.66
2014-01-30,916.06
2014-01-29,926.38
2014-01-28,915.73
2014-01-27,921.86
2014-01-24,925.8
2014-01-23,923.21
2014-01-22,914.89
2014-01-21,914.02
2014-01-20,925.83
2014-01-17,922.0
2014-01-16,912.77
2014-01-15,909.19
2014-01-14,914.34
2014-01-13,914.05
2014-01-10,910.07
2014-01-09,902.43
2014-01-08,897.76
2014-01-07,902.14
2014-01-06,913.51
2014-01-03,906.82
2014-01-02,896.88
2014-01-01,874.12
2013-12-31,874.12
2013-12-30,871.91
2013-12-27,881.51
2013-12-26,875.66
2013-12-25,877.3
2013-12-24,877.3
2013-12-23,874.77
2013-12-20,874.33
2013-12-19,875.0
2013-12-18,894.1
2013-12-17,897.09
2013-12-16,897.74
2013-12-13,897.27
2013-12-12,890.86
2013-12-11,914.22
2013-12-10,919.47
2013-12-09,901.64
2013-12-06,901.05
2013-12-05,895.18
2013-12-04,905.47
2013-12-03,895.86
2013-12-02,906.95
2013-11-29,920.28
2013-11-28,915.84
2013-11-27,917.16
2013-11-26,919.95
2013-11-25,920.3
2013-11-22,921.48
2013-11-21,921.15
2013-11-20,933.64
2013-11-19,943.25
2013-11-18,948.98
2013-11-15,955.32
2013-11-14,955.53
2013-11-13,949.31
2013-11-12,953.49
2013-11-11,956.55
2013-11-08,962.96
2013-11-07,976.84
2013-11-06,975.05
2013-11-05,970.17
2013-11-04,977.39
2013-11-01,968.86
2013-10-31,973.89
2013-10-30,983.77
2013-10-29,979.88
2013-10-28,987.27
2013-10-25,977.06
2013-10-24,974.21
2013-10-23,965.9
2013-10-22,967.8
2013-10-21,963.4
2013-10-18,961.26
2013-10-17,965.49
2013-10-16,943.93
2013-10-15,940.87
2013-10-14,946.19
2013-10-11,933.09
2013-10-10,960.25
2013-10-09,964.75
2013-10-08,977.83
2013-10-07,975.21
