,Date,Volume (BTC)
861,2017-11-08,24679.7205496
862,2017-11-09,14799.265772
863,2017-11-10,26614.2760523
864,2017-11-11,14942.7025553
865,2017-11-12,37315.1566398
866,2017-11-13,27202.281808
867,2017-11-14,12072.053087999999
868,2017-11-15,16869.897913
869,2017-11-16,19272.371476700002
870,2017-11-17,17714.3678745
871,2017-11-18,7326.81014016
872,2017-11-19,8307.77750857
873,2017-11-20,8179.45772727
874,2017-11-21,13686.511238699999
875,2017-11-22,8078.58080138
876,2017-11-23,7811.79339997
877,2017-11-24,9289.98925704
878,2017-11-25,11611.6663789
879,2017-11-26,12021.215487000001
880,2017-11-27,13272.452540100001
881,2017-11-28,11214.929931100001
882,2017-11-29,33432.3399621
883,2017-11-30,25433.4583637
884,2017-12-01,16708.0322485
885,2017-12-02,9267.16105468
886,2017-12-03,14238.525877000002
887,2017-12-04,13621.481972799998
888,2017-12-05,11875.0337769
889,2017-12-06,19784.87348713
890,2017-12-07,25787.67655646
891,2017-12-08,25473.39531065
892,2017-12-09,16587.47292694
893,2017-12-10,18487.98304099
894,2017-12-11,16583.72315538
895,2017-12-12,13517.89210328
896,2017-12-13,17136.705858200003
897,2017-12-14,13409.52428786
898,2017-12-15,18998.38813709
899,2017-12-16,9761.22080853
900,2017-12-17,9749.24915462
901,2017-12-18,14678.94144797
902,2017-12-19,21528.13766503
903,2017-12-20,31172.228806700004
904,2017-12-21,20377.86043859
905,2017-12-22,57444.88580326
906,2017-12-23,21786.4086642
907,2017-12-24,18519.48932254
908,2017-12-25,11564.54433309
909,2017-12-26,15051.16401761
910,2017-12-27,15643.75488215
911,2017-12-28,16557.21732271
912,2017-12-29,13505.70299216
913,2017-12-30,21749.67444609
914,2017-12-31,11583.41864698
915,2018-01-01,7688.0306846
916,2018-01-02,16299.66930279
917,2018-01-03,12275.00119668
918,2018-01-04,15004.01859256
919,2018-01-05,16248.91467956
920,2018-01-06,9501.01675546
921,2018-01-07,8632.81384337
922,2018-01-08,16676.34994239
923,2018-01-09,13913.52469368
924,2018-01-10,18479.01253046
925,2018-01-11,19630.07517112
926,2018-01-12,13433.08481363
927,2018-01-13,7488.98701847
928,2018-01-14,7588.63558972
929,2018-01-15,9444.63530824
930,2018-01-16,38789.88308789
931,2018-01-17,41356.1897379
932,2018-01-18,22195.26202056
933,2018-01-19,13203.25567513
934,2018-01-20,10324.05733414
935,2018-01-21,11596.44128787
936,2018-01-22,17067.72925582
937,2018-01-23,17250.17614645
938,2018-01-24,11646.79059794
939,2018-01-25,10212.92183381
940,2018-01-26,15074.66641243
941,2018-01-27,10309.80746248
942,2018-01-28,9956.09249576
943,2018-01-29,9996.35689848
944,2018-01-30,21082.19252764
945,2018-01-31,12743.50947059
946,2018-02-01,26356.58883931
947,2018-02-02,44406.01982931
948,2018-02-03,16208.37411342
949,2018-02-04,19110.67246079
950,2018-02-05,46544.42880431
951,2018-02-06,70961.36965826
952,2018-02-07,32640.89253754
953,2018-02-08,22746.39118112
954,2018-02-09,18418.11709042
955,2018-02-10,14670.55870203
956,2018-02-11,12711.7858457
957,2018-02-12,15071.04029684
958,2018-02-13,11374.52415254
959,2018-02-14,17468.73886593
960,2018-02-15,21036.3373175
961,2018-02-16,11857.64277513
962,2018-02-17,14511.16913676
963,2018-02-18,17623.07943135
964,2018-02-19,11698.25622611
965,2018-02-20,15880.9090398
966,2018-02-21,19959.67715652
967,2018-02-22,20204.69095384
968,2018-02-23,16044.03930333
969,2018-02-24,13972.71472351
970,2018-02-25,11037.17695269
971,2018-02-26,16156.80505618
972,2018-02-27,10408.47993775
973,2018-02-28,10490.74905816
974,2018-03-01,9481.66514611
975,2018-03-02,8329.09790086
976,2018-03-03,7786.26753951
977,2018-03-04,6831.63070279
978,2018-03-05,9933.67623336
979,2018-03-06,14734.41949313
980,2018-03-07,26116.51184803
981,2018-03-08,22522.42746991
982,2018-03-09,29014.16684454
983,2018-03-10,12886.58857926
984,2018-03-11,16407.54237557
985,2018-03-12,18751.02057959
986,2018-03-13,16001.47534639
987,2018-03-14,21191.0231358
988,2018-03-15,18387.61138793
989,2018-03-16,16498.62433531
990,2018-03-17,12048.668891399999
991,2018-03-18,19547.36114711
992,2018-03-19,19396.08835883
993,2018-03-20,13454.8222604
994,2018-03-21,12100.99713332
995,2018-03-22,12587.63392229
996,2018-03-23,13749.78486097
997,2018-03-24,9731.98236841
998,2018-03-25,9155.91214778
999,2018-03-26,17693.4153393
1000,2018-03-27,12385.25028422
1001,2018-03-28,8437.64467971
1002,2018-03-29,22138.11413228
1003,2018-03-30,29101.44802706
1004,2018-03-31,11579.59705718
1005,2018-04-01,18046.94087395
1006,2018-04-02,13624.16035566
1007,2018-04-03,16089.54162903
1008,2018-04-04,15779.20246661
1009,2018-04-05,11894.53597807
1010,2018-04-06,8478.41806897
1011,2018-04-07,7683.041652600001
1012,2018-04-08,4352.69794202
1013,2018-04-09,10103.91621615
1014,2018-04-10,6480.19276418
1015,2018-04-11,5825.41064556
1016,2018-04-12,19033.3803344
1017,2018-04-13,19605.94275077
1018,2018-04-14,8935.53071477
