,Date,Volume (Currency)
857,2017-11-04,66730277.4229
858,2017-11-05,68631151.8536
859,2017-11-06,138542391.753
860,2017-11-07,82632999.5864
861,2017-11-08,183501327.08400002
862,2017-11-09,106985408.52299999
863,2017-11-10,181284361.102
864,2017-11-11,96800268.0907
865,2017-11-12,225565297.532
866,2017-11-13,173971383.556
867,2017-11-14,79508390.5354
868,2017-11-15,119171192.377
869,2017-11-16,145738327.486
870,2017-11-17,138124189.434
871,2017-11-18,56264967.2148
872,2017-11-19,65332064.6474
873,2017-11-20,66366007.8084
874,2017-11-21,110811263.491
875,2017-11-22,66215711.7122
876,2017-11-23,63644740.3949
877,2017-11-24,75751868.7454
878,2017-11-25,97628924.7872
879,2017-11-26,108525815.449
880,2017-11-27,126458117.66600001
881,2017-11-28,110496755.84799999
882,2017-11-29,346949562.20199996
883,2017-11-30,247093850.76299998
884,2017-12-01,171881760.618
885,2017-12-02,101270084.38200001
886,2017-12-03,160176290.442
887,2017-12-04,154122917.897
888,2017-12-05,138370076.16
889,2017-12-06,250560790.30234
890,2017-12-07,382694044.13062996
891,2017-12-08,389366035.09339
892,2017-12-09,238909072.56332
893,2017-12-10,263150668.00414
894,2017-12-11,270203844.28468996
895,2017-12-12,227842348.69952002
896,2017-12-13,281640493.78952
897,2017-12-14,219263192.46054
898,2017-12-15,329337014.76427
899,2017-12-16,179906034.63695
900,2017-12-17,186310530.76466998
901,2017-12-18,273533539.40283
902,2017-12-19,387206242.38184
903,2017-12-20,521350550.60848
904,2017-12-21,326730689.64542997
905,2017-12-22,772143020.63877
906,2017-12-23,322120599.55537003
907,2017-12-24,250476423.64496002
908,2017-12-25,161347357.0787
909,2017-12-26,230922569.15497002
910,2017-12-27,241860985.13002998
911,2017-12-28,234428578.53875
912,2017-12-29,195727638.76896
913,2017-12-30,285985550.32365
914,2017-12-31,154552644.47156
915,2018-01-01,102815718.45172
916,2018-01-02,229138844.07687998
917,2018-01-03,183639413.73724
918,2018-01-04,222160244.4909
919,2018-01-05,259695892.85336
920,2018-01-06,158389594.51445
921,2018-01-07,141555094.16036
922,2018-01-08,251877784.14267
923,2018-01-09,204579121.58441
924,2018-01-10,261210687.02947003
925,2018-01-11,266846190.80782002
926,2018-01-12,183399343.51663998
927,2018-01-13,106595650.09047
928,2018-01-14,102783826.66084
929,2018-01-15,131049852.36483999
930,2018-01-16,457725763.36584
931,2018-01-17,433168120.05249
932,2018-01-18,256082649.97875
933,2018-01-19,151834406.42114
934,2018-01-20,128912075.53121999
935,2018-01-21,137150604.6405
936,2018-01-22,186028930.55173
937,2018-01-23,184369293.73459
938,2018-01-24,128825119.67868999
939,2018-01-25,115421975.02513999
940,2018-01-26,164020352.51582
941,2018-01-27,116376809.51695
942,2018-01-28,116531522.53333999
943,2018-01-29,112806531.76197
944,2018-01-30,219169216.36012
945,2018-01-31,126723437.33568999
946,2018-02-01,243067799.59754
947,2018-02-02,373423805.07552004
948,2018-02-03,144713399.47199
949,2018-02-04,162005632.56055
950,2018-02-05,342210634.64875
951,2018-02-06,487504446.04308
952,2018-02-07,260674865.84427997
953,2018-02-08,187157997.65798
954,2018-02-09,152040059.86472
955,2018-02-10,127082570.69048999
956,2018-02-11,103542540.61432
957,2018-02-12,130557481.61167
958,2018-02-13,97689771.64304699
959,2018-02-14,158839393.2453
960,2018-02-15,206814744.84787
961,2018-02-16,118860367.74258001
962,2018-02-17,155314935.17762
963,2018-02-18,188724919.34455
964,2018-02-19,127802568.07185
965,2018-02-20,182156478.01967
966,2018-02-21,215353691.93532
967,2018-02-22,206051152.36005
968,2018-02-23,160782973.04507
969,2018-02-24,137805304.51942
970,2018-02-25,105367249.24681999
971,2018-02-26,162306362.38799
972,2018-02-27,110086762.79583001
973,2018-02-28,111457734.83117
974,2018-03-01,101712406.72716999
975,2018-03-02,91455982.504959
976,2018-03-03,88241259.77629201
977,2018-03-04,77060624.278291
978,2018-03-05,114638102.23711
979,2018-03-06,161507885.73288
980,2018-03-07,264099759.77855
981,2018-03-08,217370120.91965
982,2018-03-09,257069817.5836
983,2018-03-10,118146982.45276001
984,2018-03-11,149758874.76874
985,2018-03-12,175103380.07353002
986,2018-03-13,146461539.24624
987,2018-03-14,182210730.8525
988,2018-03-15,148610946.85018998
989,2018-03-16,137219222.82076
990,2018-03-17,97294029.179732
991,2018-03-18,150315447.64235
992,2018-03-19,162448296.1943
993,2018-03-20,116496170.95306002
994,2018-03-21,108594771.1013
995,2018-03-22,109923828.12971
996,2018-03-23,117134344.45483999
997,2018-03-24,85811618.322075
998,2018-03-25,78013217.68781
999,2018-03-26,145246518.5356
1000,2018-03-27,98488415.189242
1001,2018-03-28,66890222.85988001
1002,2018-03-29,163975079.77115
1003,2018-03-30,199556780.67169
1004,2018-03-31,81326187.467914
1005,2018-04-01,121116431.40303999
1006,2018-04-02,95159965.01743901
1007,2018-04-03,118019785.63286999
1008,2018-04-04,110954121.83853
1009,2018-04-05,80262665.41437
1010,2018-04-06,56294477.899358
1011,2018-04-07,52984840.498486
1012,2018-04-08,30482451.722745
1013,2018-04-09,69104966.965091
1014,2018-04-10,43978750.446789004
1015,2018-04-11,40165964.25783
1016,2018-04-12,143664243.10143
1017,2018-04-13,157461506.31628
1018,2018-04-14,71681139.862327
